CONTENT;TYPE_HOTLINE;class
Здравствуйте! Где можно посмотреть проходные баллы?;2;2
Здравствуйте! Заявление на поступление подаётся отдельно по каждому направлению?;2;1
Здравствуйте! Сколько заявлений можно подавать на платное обучение? Обязательно ли чтобы чтобы специальности совпадали с теми, что ты подал на бюджет?;2;1
"Здравствуйте! 

Подано заявление с # и # приоритетом по #-м направлениям и с  # приоритетом, срок подачи по которому истекает ## июля. Если конкурсная ситуация по выбранным направлениям будет не в мою пользу, смогу ли я до ## августа заменить одно направление на новое, по которому ещё не подавала заявления? Богдан .";2;1
Здравствуйте! Существуют ли какие-то льготы при поступлении для многодетных семей?;2;1
Здравствуйте! Подскажите, пожалуйста, до какого числа можно менять приоритеты направлений? С уважнием, Виноградов Игорь ;2;1
"Здравствуйте! 

Подскажите, пожалуйста, на каждое направление подается отдельное заявление(бакалавриат, очное, бюджет) С уважнием, Семён Игоревич.";2;1
Здравствуйте! Если по # предмету набрано ## баллов, а по # предмету например ##, а нужно как минимум ##, то в университет уже нет возможности поступить?;2;2
Здравствуйте! Какие документы нужны на льготное поступление сиротам?;2;1
Здравствуйте! Скажите пожалуйста , бланк согласие на зачисление , где взять ? Ковалевская Диана.;2;1
"Здравствуйте! Где найти информацию о заселении в общежитие? Хотелось бы увидеть график заселения, или примерные сроки, чтоб планировать приезд. 

Есть ли возможность более раннего заселения, если абитуриент из числа лиц, оставшихся без попечения родителей?";2;4
"Здравствуйте!

Могу ли я сдавать математику по педагогическим направлениям, если не сдавала её в первом потоке?";2;5
"Здравствуйте, нуждаюсь в срочном ответе!

Я подал документы ## числа на бюджет, но в связи с низким баллом по математике, написано, что документы не приняли, в документе же указано в случае провала, рассмотреть варианты на платной основе.";2;2
"Здравствуйте! Планирую поступать на ""Дизайн"". Завтра (##.##) в ##:## должна проходить консультация перед экзаменом по рисунку, который будет проходить ##.##. Но ни мне, ни моему знакомому, который тоже поступает на ""Дизайн"" не приходило никаких уведомлений, ссылок или чего-либо ещё. На сайте тоже информации не нашёл. Что делать? Кристина";2;5
Здравствуйте!Я для поступления сдавала ЕГЭ по биологии ## июля , результаты придут не раньше # августа . Приём документов завершается ## июля . Что делать ?;2;1
Здравствуйте! Я для поступления сдавала биологию ## июля , результаты придут не раньше # августа . Прём документов на поступление завершается ## июля . Что делать ?;2;1
Здравствуйте!Я подала документы на три направления и сейчас передумала туда поступать.Как мне отозвать эти заявления,чтобы они не участвовали в конкурсе и подать на другое направление? Александров Григорий .;2;1
Здравствуйте! Если я поступаю на физкультурное дело или не физкультурное дело + ОБЖ, то сдавать вступительные испытания надо до ## июля включительно?;2;5
"Здравствуйте!

Что мне делать, если в первом потоке мне сказали, что я имею право выбора при сдаче математики: математика или собеседование на педагогическое направление, и я выбрала собеседование. И сказали, что оно будет во второй потом. Теперь же выяснилось, что собеседования не будет, а тест по биологии я сдавала в первом потоке.



Теперь мне надо сдавать математику для педагогических направлений во второй потоке вместо собеседования побиологии?";2;5
"Здравствуйте!

Мне нужно подавать заявление, если результат ЕГЭ по биологии еще не пришел?

Как в личном кабинете заменить результат ЕГЭ по биологии, так как сейчас указана минимальный балл?";2;1
Здравствуйте! Если я поступаю по результатам ЕГЭ в институт экономики и права, мне не нужно сдавать никакие вступительные испытания? И еще я хотела бы узнать, если я подала заявление на бюджет но не попаду на бюджетное место, мне нужно писать новое заявление для того чтобы попасть на платное место? Спасибо!;2;5
Здравствуйте! #) Можно еще подать заявление на физико-технический институт или уже поздно? #) Где можно будет посмотреть рейтинг поступающих? С уважнием, Александра Валентиновна.;1;1
Здравствуйте! Хотела бы спросить, можно ли заявления о согласии на поступление писать больше чем один? Я случайно написала # согласия, можно ли так? Ксения.;2;1
Здравствуйте! Скажите  имею ли я  право поступить в магистратуру без вступительных испытаний по причине( дети, оставшиеся без попечения родителей )?;2;1
"Здравствуйте! 

В подпункте ""и"" пункта #.# правил приёма написано, что начисляются баллы за нали­чие дипломов победителей и призеров олимпиад школьников по искусству (мировой художественной культуре).  Учитываются дипломы победителей и призёров любых этапов любых олимпиад школьников по искусству? За какой срок?

В заявлении просят указать номер паспорта, по которому сдавала ЕГЭ. Нужны серия и номер или только номер? Алексей ";2;3
"Здравствуйте! Мой экзамен по расписанию # августа в ##:##, в порядке проведения вступительных испытаний написано, что накануне в ##:## пройдёт консультация. Накануне - это когда? # августа?

И ещё, нужно ли отдельно регистрироваться  в программе,чтобы попасть на экзамен, или уже будет достаточно пройти по ссылке, которая придет на мою почту? С уважнием, Игорь ";2;5
"Здравствуйте! При поступлении на «Психологию» с наличием СПО, вместо вступительного теста по математике будет проходить собеседование по психологии? Или нужно сдавать и математику и психологию? 

Это собеседование будет тоже через ZOOM? И когда оно будет проводится? Александр ";2;5
Здравствуйте! Хотел бы узнать о вступительных экзаменах на факультет физическая культура, видео отправлять целое как на видео уроке или надо разделить на # упражнения, будут засчитаны видео снятые из разным мест так-как нет площадки со всем оборудованием?;2;5
Здравствуйте! Я являюсь победителем олимпиады в ####/#### году, но диплом в прошлом из университета не забрала. Возможно ли приложить скан копию списков победителей олимпиады для учета индивидуальных достижений? Или где можно попробовать найти мой диплом? С уважнием, Александра;2;3
"Здравствуйте! Есть ли я в списках? Поступаю в магистратуру на педагогическое образование  ""Вопросы филологии"". Когда начнутся вступительные испытания? С уважнием, Каменских Валерия";2;5
"Здравствуйте! Сообщите, пожалуйста, является ли скалиоз второй степени противопоказанием для обучения на специальности ##.##.## ""Адаптивная физкультура"".";2;1
Здравствуйте! Как я могу подать заявление о допуске на участие в творческом конкурсе на факультет Журналистики? С уважнием, Вадим .;1;5
Здравствуйте! Я хочу сменить направления, на которые подавала документы. Как это сделать?;2;6
"Здравствуйте! 

Подскажите, пожалуйста, где скачать экзаменационный лист, который надо предъявлять при сдаче творческого испытания.
";1;5
Здравствуйте! Скажите пожалуйста, могу ли я сдать экзамен в Вузе, если я не сдавал его в школе? Я выпускник #### г. И, если могу, то как мне это сделать?;2;5
Здравствуйте! До какого числа  можно подавать документы на очное обучение по результатам ЕГЭ? Вячеслав ;2;1
"Здравствуйте! Подскажите, пожалуйста, до какого числа нужно подать заявление специальность ##.##.## ""Адаптивную физкультуру"" с приложением видеоматериалов по ОФП. В  перечне дополнительных вступительных испытаний ПРОФЕССИОНАЛЬНОЙ НАПРАВЛЕННОСТИ по которым нужно подать заявление до ## июля  этого направления обучения нет. С уважнием, Морозов Ярослав ";2;1
"Здравствуйте!

 Можно ли уточнить , почему не зачислены дополнительные баллы за диплом призера (# место) в первенстве апрель #### года, регистрационный номер ####? 



Спасибо!";2;3
Здравствуйте! Написано, можно ли подать заявление на участие в конкурсе на # бесплатных направления и # платных? С уважнием, Симонова Валерия.;2;1
Здравствуйте! Подскажите, пожалуйста, какие критерии при поступлении на платное обучение, нужны ли результаты ЕГЭ и имеет ли значение проходной бал?;2;1
Здравствуйте! Можно ли поступить на платное обучение в медицинский с целевым направлением и с балломи по химии ## ? С уважнием, Алёна Евгеньевна.;2;1
Здравствуйте!Подскажите пожалуйста как подать заявление на повторную сдачу ЕГЭ по истории?;2;5
"Здравствуйте! Скажите, пожалуйста, будет ли изменён минимальный проходной балл по химии на ""Лечебное дело"" в #### году в связи с более сложными вариантами на ЕГЭ Михайлов Алексей .";2;2
Здравствуйте! Я случайно все вступительные испытания (офп) ввела в одной строке через пробел, можно ли было так сделать? Если нет, то как исправить? Спасибо;2;5
Здравствуйте!Подскажите могу ли я при подаче заявления на заочную форму обучения учитывать результат ЕГЭ по одному предмету,а другие предметы сдать уже как вступительные испытания при вузе? И еще, не могу найти на сайте как отправить заявление в приемную комиссию,можно ли придти в вуз для подачи заявления?Спасибо заранее! Дмитрий ;1;5
"Здравствуйте! 

#. Скажите пожалуйста точное количество бюджетных мест на текущий момент времени на следующие направления: 

#) Прикладная математика
#) Информационные системы

#. И будет ли еще меняться до конца приёмной компании количество бюджетных мест на данные направления?";2;1
Здравствуйте! Как заверить индивидуальное достижение, если у меня диплом СПО с отличием ?;2;3
Здравствуйте! Подскажите, пожалуйста, как будут проходить вступительные испытания? Где найти код конференции для консультации  в zoom? Павел ;2;5
Здравствуйте! Я нахожусь в академическом отпуске и сейчас планирую поступать в другое учреждение. Подскажите, пожалуйста, как я могу забрать аттестат? С уважнием, Белов Руслан .;2;6
"Здравствуйте!

При поступлении в магистратуру я выбрала Физико-технический институт

Вступительные испытания по этим направлениям проходят в одно время #.##.#### в ##:##.

Каким образом будет проходить тестирование?

Спасибо заранее! С уважнием, Игорь ";2;5
Здравствуйте! Я подавала документы на поступление на дизайн и изобразительное искусство. Хочу узнать, мне нужно будет сдавать один творческий экзамен для обеих направлений или на каждый отдельно?;2;5
"Здравствуйте! Я посмотрела проверочные списки абитуриентов, в разделе ""достижения"" учтены # балла как призеру концеренции,  но не учтены # балла за золотой значок ГТО , хотя прикреплен файл - выписка из приказа о присвоении значка, так как удостоверения по случаю пандемии ещё не выдали). Прибавьте, пожалуйста, эти три балла)";2;3
Здравствуйте! Можно ли подать заявление на # специальности по направлению педагогический, иностранный язык;2;1
Здравствуйте! Как подать заявление о допуске к вступительным экзаменам удаленно? Его нужно подавать в свободной форме или есть образец? С уважнием, Владимир .;2;5
"Здравствуйте! Я хотела задать вопрос по поводу вступительных испытаний, которые будут проводиться в августе. 

Что мне нужно сделать чтобы принять в них участие? В заявлении я указывала предметы для сдачи: история, обществознание. По биологии и химии я сдавала ЕГЭ и жду результатов. 

Спасибо за ответ!  Елизавета.";2;5
"Здравствуйте! поясните,пожалуйста, в заявлении при поступлении  на факультет ""Журналистика"" надо ли указывать ""Творческое испытание""  в графе : 

Прошу допустить меня к вступительным испытаниям по следующим предметам: ___________________________________________________________________________________________Форма вступительных испытаний: Тестирование _____ Собеседование _____ Доп. вст.  испытания _____";2;5
Здравствуйте! Можно ли поступить на заочное обучение без сдачи ЕГЭ, если окончен техникум? С уважнием, Кожевникова Ксения.;2;1
Здравствуйте! Скажите, пожалуйста, когда нужно присылать согласие на зачисление.;2;1
Здравствуйте! У вас есть возможность поступить к вам без ЕГЭ? Закончила ## класс, но ЕГЭ не сдавала. Для платного обучения все равно требуются результаты ЕГЭ?;2;1
Здравствуйте! Я в личный кабинет добавила ОФП, но все # ссылки ввела в одну графу через пробел, можно было сделать так? Если нельзя, то как это исправить? Спасибо Валерия.;2;5
Здравствуйте!Документы приняты, когда нужно подавать согласие на зачисление? Регистрационный номер - это номер письма указанный на сайте в списке абитуриентов?;2;1
Здравствуйте! Могу ли я при поступление на заочное отделение с СПО не проходить вступительные испытания по математике и русскому языку, а подать результаты ЕГЭ? А испытание по обществознанию сдать дистанционно? С уважнием, Руслан Николаевич;2;5
Здравствуйте! Подскажите, пожалуйста, почему в этом году нет бюджетных мест на Лингвистике. ?;2;1
"Здравствуйте! Подал заявление на поступление в университет по профилю ""Инжиниринг и маркетинг "". В разделе минимальные баллы было написано что помимо тестирования нужно проходить собеседования по физике и математике. Хотелось бы узнать когда и как будут проходить данные собеседования";2;5
Здравствуйте! Подскажите, пожалуйста, как будет проходить тестирование по общеобразовательным предметам для поступление на заочное отделение с СПО? С уважнием, Евгений Витальевич;2;5
Здравствуйте! Я не смогла в личном кабинете прикрепить ссылку на вступительные испытания. Ничего ли страшного то, что я скинула на почту видео с вступ. испытаниями?;2;5
Здравствуйте!Я сегодня в ##:## отослала вам ссылку на ОФП в которой # видеофайла ,где указаны  номера упражнений.Мне переделать на # ссылки или можно оставить так?Если надо переделать,подскажите,пожалуйста,как удалить эту ссылку?Спасибо! С уважнием, Кирилл ;2;5
Здравствуйте! Я спрашивала про бюджетныe места на специальности ##.##.## вы ответили, что постараетесь взять всех, вы имеете ввиду всех ## человек, которые подали заявление?;2;1
Здравствуйте! Скажите, пожалуйста, если подаём заявление  на платное обучение, то сразу же надо и подписанный договор подкреплять? Вместе с подачей заявления?;2;1
"Здравствуйте!

Хотела бы подать документы в магистратуру. Закончила бакалавриат в этом году, писала заявление на получение диплома почтой. Диплом ещë не пришëл, в дирекции и в учебном управлении на звонки и письма не отвечают.

Если диплом не придет до ## июля, что я могу сделать в такой ситуации? Не подавать документы вообще? С уважнием, Константин .";2;1
Здравствуйте!можно ли перевестись на педагога начального образования на очном отделении на договорной основе? Если я сейчас закончила первый курс педагог математики? С уважнием, Егоров Константин Николаевич.;2;6
"Здравствуйте!

Я направил документы для поступления на дизайн. # августа - сдача вступительного экзамена по рисунку в формате онлайн. В методических указаниях написано, что нужно составить композицию из геометрических фигур и затем нарисовать. Но у меня дома таких фигур нет. Или я неправильно понял? С уважнием, Сорокин Никита ";2;5
"Здравствуйте!

Нужно ли сдавать вступительные испытания на направления туризм и учитель истории/право? 

Если я сдавал егэ в этом году. Поступаю на бюджет.";2;5
Здравствуйте! Я отправлял заранее два согласия на зачисление по единственному направлению и двум приоритетам (общий конкурс, платное обучение). Если я не прохожу по общему конкурсу, надо ли мне официально отзывать это согласие на зачисление? Согласие на зачисление на платное обучение остается.;2;1
"Здравствуйте!

Балл ЕГЭ по математике ##. Есть шансы поступить платно на горное дело?";2;2
Здравствуйте! Можно ли подать заявления, не имея ещё всех результатов егэ на руках?;2;1
Здравствуйте! У меня возник вопрос, если я подам на одну специальность два заявления на платное и на бесплатное, это будет считаться как будто я подал на две специальности или нет? Каменских Мария.;2;1
Здравствуйте! Поясните пожалуйста. Можно ли подать три заявления в институт мат. и инф. (на три факультета) и три в физико.технический институт(на три факультета) С уважнием, Ольга.;2;1
Здравствуйте! Хотим перейти с очного платного обучения на заочное платное на другой факультет. Звонили, на звонки не отвечают. Куда можно подойти? Кабинет? Адрес? Время когда подойти написать заявление и получить консультацию по этому вопросу?;2;1
Здравствуйте! Подскажите пожалуйста, на факультет БЖД и ФК вступительные испытание написано обществознание: тестирование / собеседование, что из этого будет именно проходить?;2;5
Здравствуйте! Почему в проверочных списках абитуриентов нет сведений об учёте индивидуального достижения - Победитель IV интернет-олимпиады ? Заявлялось о #-ми дополнительных баллах. В Личном кабинете абитуриента Диплом победителя прикреплён. С уважнием, Вадим .;2;3
Здравствуйте! А можно ли на все три направления подавать сразу на платно ? С уважнием, Ильин Руслан .;2;1
Здравствуйте! Я сдаю егэ, при этом поступаю на напрвления-дизайн и мхк. Подскажите, пожалуйста, когда проводится вступительное испытание? Антонов Григорий Кириллович.;2;5
Здравствуйте! Марина Николаевна, скажите, пожалуйста, я победитель в номинации  эссе в  КОНКУРСЕ.  Дополнительные # баллов пока не отображаются в проверочных списках. Будут ли они учтены? Дело номер ###. Спасибо;2;3
Здравствуйте! Уточните, пожалуйста, сколько будет бюджетных мест на специальность ##.##.## в #### году? ( на сайте написано ## мест по договорной основе);2;1
Здравствуйте! Хочу подать заявление на педагогический факультет(русский и литература) Из ЕГЭ я сдавала русский и литературу, можно ли при институте сдать нужные предметы(обществознание) и поступить? Полина.;2;5
Здравствуйте! Я подала заявление через личный кабинет абитуриента и прикрепила скан с индивидуальными достижениями (аттестат с отличием и удостоверение золотого значка ГТО), но в пофамильных списках в качестве индивидуального достижения почему-то указан только аттестат (за который дают ## баллов). Почему баллы за золотой значок ГТО не были учтены? С уважнием, Семенов Владислав Иосифович;2;3
Здравствуйте!Какой в этом году будет проходной балл на лечебное дело?И,если сумма баллов немного ниже проходного,есть ли шанс поступить?Например, проходной ###, а у тебя ###-###.;2;2
Здравствуйте! Хотим перейти с очного платного обучения на заочное платное на другой факультет. Звонили в учебно-методическое управление, на звонки не отвечают. Куда можно подойти? Кабинет? Адрес? Время когда подойти написать заявление и получить консультацию по этому вопросу? Вячеслав .;2;6
Здравствуйте! Вопрос по поводу ВИ можно ли офп снимать на разных локациях, пресс дома, остальное на улице? С уважнием, Алёна;2;5
"Здравствуйте!

Хотелось бы поступить на заочное обучение на специальность 

Что мне нужно сделать для поступления?";2;1
"Здравствуйте! Подскажите пожалуйста, что делать! Подала заявление на поступление по целевому договору и его приняли. Но пришло уведомление от отдела маркетинга, что: "" отсутствуют реквизиты"". Если они нужны, то куда их добавлять?";1;1
Здравствуйте! не может забрать документы!!! Когда можно подойти и забрать дркуметы? С уважнием, Полина;2;1
Здравствуйте! Подскажите, пожалуйста, результаты Егэ еще не известны, как внести их при подаче документов? программа требует числовое значение( предлагаемый вами прочерк она не воспринимает). заранее спасибо! Алина;2;1
Здравствуйте! Не особо понимаю, ОФП тоже сдавать через Zoom или на видео (как  показано в правилах сдачи) и скидывать в личный кабинет? Если сдача ОФП снимается на видео, могу ли я выполнять нормативы на улице, и  до какого числа принимаются вступительные испытания? Спасибо С уважнием, Иван ;2;5
Здравствуйте! Сейчас обучаюсь, планирую перепоступать на # курс в другой институт, подала документы уже, могу ли я быть зачислена на # курс, если я уже числюсь в студентах? Документы забрать со своего института не могу, так как не уверена в том, что поступлю. И что делать, если увижу себя в приказах на зачисление? Сразу же забирать документы в дирекции своего института?;2;6
Здравствуйте! Прикрепил необходимые документы в личном кабинете, но статус заявления не меняется, все в обработке, как узнать надо что то еще?;2;1
Здравствуйте! Могу ли я, поступив в этом году на направление филология, перевестись в следующем году на направление дизайн? (Можно ли выбирать направления разных институтов?);2;6
Здравствуйте! Я подавала заявление о приёме в университет на пед. обр. ИЗО и МХК. Туда требуются творческие испытания. В документе о порядке проведения ВИ сказано, что надо писать заявление о согласии на проведение ВИ. Это какое-то новое или это и есть заявление о приёме в универ. И если это заявление о приёме в универ, то что делать, если забыла подчеркнуть, что мне требуются ВИ (но заявление принято). Мне надо обязательно переписывать заявление или то, что я иду на данное направление уже предусматривает, что я иду и на творческое испытание?;2;5
Здравствуйте!Объясните ,пожалуйста,если нужно отправить видео с ОФП(ФизВоз) до ## июля,а что тогда будет # августа в zoom?Спасибо!;2;5
Здравствуйте! До какого числа можно подать документы и заявление в университет??? Спасибо!;2;1
Здравствуйте! Возможна ли подача документов лично? НЕ электронно. Спасибо! Григорий .;2;1
Здравствуйте! Я в этом году пересдавала русский язык, но результат меня не устраивает. Возможно, ли в университете пересдать этот экзамен?;1;5
Здравствуйте! Можно ли поступить на бюджет, если минимальный балл не набран, но места остались или низкий конкурс? Алексей ;2;2
"Здравствуйте!

Скажите пожалуйста, возможно ли поступить в магистратуру по направлению ##.##.## Психолого-педагогическое образование  имея диплом специалиста по юриспруденции?

Спасибо. С уважнием, Андрей ";2;1
Здравствуйте! Можно ли выполнять вступительное испытание прыжок в длину с места на поверхности для бега (или подобной поверхности)? Александр ;2;5
Здравствуйте! Подскажите,пожалуйста, как и куда вносить результаты ЕГЭ?;2;1
Здравствуйте!Подскажите,пожалуйста, где и как переделать или заново подать заявление на лечебное дело, но на целевой конкурс( у меня подан на общий), я сдавал вступительные испытания;2;1
Здравствуйте! Не могу понять сроки вступительных испытаний!  В личном кабинете нет никаких данных.;2;5
Здравствуйте!можно ли вступительные экзамены сдавать по собеседованию,если у меня диплом спо ,специальность право и организация социального обеспечения,а попоступаю на педогог начального образования ? Фролов Сергей ;2;5
Здравствуйте! Для подтверждения индивидуальных достижений указано прикрепить заверенные публикации, заверенные кем? С уважнием, Евгений ;2;3
"Здравствуйте! В профиле абитуриента во вкладке ""Право на льготы"" есть вариант ""ветеран боевых действий"" буду ли я относится к нему, если у меня есть удостоверение, что член моей семьи ветеран боевых действий?";2;1
Здравствуйте! я создала личный кабинет , подала заявление , но через # дня у меня со всех платформ вылетел взад в личный кабинет , и теперь не получается восстановить пароль. Что мне нужно сделать ?;2;8
Здравствуйте! Я поступаю на факультет филологии, направление журналистика. В положении о вступительных испытаний написано, что оно состоит из двух заданий: фактчекинг и эссе. Во втором задании нужно будет писать текст на актуальную социальную проблему. Эссе нужно будет писать по приведенному тексту в задании (дан текст, из которого нужно будет взять проблему)? Или соц. проблему выбирает сам участник испытания?;2;5
"Здравствуйте!

 На вступительном  испытании по математике для педагогических направлений мне сказали, что при наличии на руках диплома СПО я могу выбрать, что сдавать: математику или собеседование. И я выбрала собеседование.

А в расписании для второго потока нигде не указано собеседование по психологии и педагогике.

Или это будет как-то отдельно проходить? С уважнием, Медведев Матвей .";2;5
Здравствуйте!Сейчас сдавала экзамен по химии, но боюсь, что мне не хватит баллов для проходного по этому предмету (##). Можно ли сдать дополнительные вступительные испытания в Университете по химии в этом году? Или нужно ждать следующего года и писать экзамен повторно?;2;5
Здравствуйте! Можно ли поступить на заочное с образованием, # классов и Начальное профессиональное образование ?;2;1
Здравствуйте! До кого нужны вступительные тестирования? Всем их надо проходить?;2;5
Здравствуйте! Я пропустил вступительные тесты ##,## июля Скажите пожалуйста, будет ли у меня возможность пройти их в ближайшее время? Спасибо;2;5
Здравствуйте!если ранее,несколько лет назад поступала на факультет Психологии ,платное обучение и прошла собеседование,но не стала обучаться ,так как не было возможности,могу ли я восстановиться или надо заново проходить собеседование?хочу обучаться в вашем;1;1
"Здравствуйте! Заполнила документы на поступления... на сайте указано,что для начисления дополнительных  баллов при зачислении учитывается наличие диплома о среднем профессиональном образовании с отличием  – ## баллов..

у меня диплом с отличием, но баллы мне не начислили почему то? Максим .";2;3
Здравствуйте!можно ли подавать  на все вступительные испытания,а потом не писать какой -то,например ,,обществознание и взять результат егэ ?И как лучше сделать если я жду результат егэ?;2;5
Здравствуйте!можно ли подавать  на все вступительные испытания,а потом не писать какой -то,например ,,обществознание и взять результат егэ ?И как лучше сделать если я жду результат егэ? Ксения;2;5
Здравствуйте! Скажите пожалуйста для кого необходимы вступительные испытания при поступлении на бакалавриат;1;5
Здравствуйте! Хотим подать документы в нескольких направлениях. Скажите, пожалуйста, нужно отправлять по каждому направлению  заявления или указать направления в одном заявлении, учитывая приоритеты. Как это нужно сделать? Спасибо.;2;1
